eval_set,sample_id,relative_l2_error,run_id,config_hash,claim
val,1564,0.00863873865455389,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1565,0.009324478916823864,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1573,0.0077936090528965,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1597,0.014423362910747528,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1601,0.015208638273179531,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1614,0.012101895175874233,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1636,0.007360517978668213,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1675,0.007131507154554129,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1701,0.006921627093106508,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1706,0.010813647881150246,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1715,0.01497868075966835,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1722,0.011277985759079456,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1723,0.012959797866642475,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1744,0.011899063363671303,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1745,0.01054500974714756,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1746,0.01351371593773365,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1752,0.015580861829221249,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1756,0.024920351803302765,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1773,0.015959223732352257,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1776,0.006618484854698181,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1795,0.006134220398962498,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1802,0.006142499856650829,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1804,0.011254926212131977,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1806,0.008569523692131042,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1817,0.023297838866710663,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1824,0.03879208117723465,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1827,0.01565108820796013,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1834,0.021070098504424095,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1840,0.022197140380740166,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1842,0.046737100929021835,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1884,0.0070281680673360825,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1896,0.013852901756763458,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1901,0.013012205250561237,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1902,0.04736088961362839,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1903,0.008307883515954018,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1905,0.009431472979485989,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1907,0.03431030362844467,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1910,0.01249559223651886,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1914,0.009984686970710754,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1926,0.017503982409834862,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1936,0.006912984885275364,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1962,0.010290313512086868,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1967,0.010479138232767582,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1974,0.009232547134160995,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1975,0.01043877936899662,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,1984,0.008298162370920181,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2040,0.010792084038257599,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
