variant,z_dim,severity_r2,interface_length_r2,severity_mae,run_id,config_hash,claim
final_state,8,-0.8095132518422077,-4.998022012430953,0.037571271695451436,phase3_functional_589d1b8563_s43,589d1b8563,infrastructure
final_state,16,0.07160428474578728,-2.1586578479807828,0.026222907404240766,phase3_functional_589d1b8563_s43,589d1b8563,infrastructure
final_state,32,0.5977060847782608,-0.40491647412478526,0.017244811260259917,phase3_functional_589d1b8563_s43,589d1b8563,infrastructure
final_state,64,0.9084405805146836,0.6313521579134382,0.008283414201436388,phase3_functional_589d1b8563_s43,589d1b8563,infrastructure
final_state,128,0.9746090060578179,0.9322909729082499,0.004221194746067031,phase3_functional_589d1b8563_s43,589d1b8563,infrastructure
