epoch,train_mse_normalized,val_mse_normalized
1,0.9643029020651563,0.640449064945555
2,0.5787470822177766,0.5324409868257316
3,0.5247637173914267,0.5119049050087152
4,0.5103346002479231,0.5053903023456255
5,0.5021255617963472,0.49934940592534893
6,0.48773417523150425,0.4824719205192926
7,0.47298910983282405,0.4745130969463719
8,0.46679301551190516,0.4726550311624759
9,0.4637664530299613,0.4729140917432944
10,0.46074247339266544,0.47042617197728187
11,0.45925275944741084,0.47183185819888085
12,0.4570472207256666,0.4733464204580122
13,0.4552928222581342,0.47108576040098343
14,0.453459597451466,0.47272320428070713
15,0.4510782557034129,0.4855101979382224
16,0.44970482234938064,0.4747837688952236
17,0.446421319686514,0.47761805096664117
18,0.4453563041731733,0.4839609413319834
19,0.44264758517146807,0.4813959795864434
20,0.44120017693302693,0.482726269112403
21,0.43746070659873354,0.4823806651966027
22,0.4341005642416888,0.48831215133908346
23,0.4313219416043683,0.4920118522872351
24,0.42843079147696633,0.492039889790291
25,0.4237788515591258,0.49534232484332186
26,0.42125771536217765,0.49967452757335723
27,0.41650824757142196,0.5016546357835856
28,0.41287006841315194,0.5062321504391984
29,0.40914865419845087,0.5112166429185672
30,0.40337171933994764,0.5200503578590466
31,0.3995737345039775,0.5201851258362693
32,0.39476243000377104,0.5229388371864193
33,0.39040208739803933,0.5254447946144031
34,0.3846164698268157,0.5329533893660873
35,0.380319564870765,0.5409861220054523
36,0.3765629764388622,0.5438491989910684
37,0.3705594641312625,0.5549783336480241
38,0.36532555085553375,0.558995667299722
39,0.3617607351623973,0.5575861643831642
40,0.35716977544294853,0.5627395615042805
41,0.35325969114532785,0.5664741952996574
42,0.3462139933358044,0.5794057127715135
43,0.34188150500077297,0.5770382265548862
44,0.3370771837472077,0.5841879568250007
45,0.3319122693812582,0.5942796138503809
46,0.32806718985332833,0.5957442422571978
47,0.3231447129777839,0.6002435603480984
48,0.3192454734413174,0.6040305068000397
49,0.3138228734520647,0.6141172397152996
50,0.3103570354991054,0.6068607486386958
51,0.30592373974298115,0.624440000663867
52,0.30129660534970504,0.6127602693646453
53,0.2986699161747556,0.6147552567206721
54,0.29434618951287667,0.6358605721906826
55,0.2907336096062051,0.6254148992076618
56,0.2859679994032503,0.6327046336129655
57,0.2839830731590915,0.646723120303878
58,0.28089943535163003,0.6433315444253538
59,0.2756401019876196,0.6511824150581204
60,0.27253432856634663,0.6361830194573722
