epoch,train_mse_normalized,val_mse_normalized
1,0.17363608168636788,0.011741818309788338
2,0.008329162869825173,0.0059822966375231495
3,0.004647462766078177,0.0033291900914580283
4,0.0027096187186799723,0.0023554859879756636
5,0.002123884618957063,0.002021492393903954
6,0.0018063995008360146,0.0018190934622810617
7,0.0016198410986401884,0.0016316592332775795
8,0.0014657609805886187,0.001500459911369256
9,0.0013596890810855249,0.00143375163311814
10,0.0013311993321709571,0.0015199614208441345
11,0.0013101563005842452,0.0012950388502543627
12,0.0011640558586890426,0.0011923914211808555
13,0.001095226103306725,0.0011695491652629975
14,0.0010392623876411455,0.0010966027624364917
15,0.0009704216186597,0.0010904539535752154
16,0.0009345961077513276,0.0012597737599115834
17,0.0009076296433600065,0.0009791564835597304
18,0.0008918483991881206,0.0009862570341793685
19,0.000832541547399036,0.0009161435923170905
20,0.0008103299995443204,0.0008745233473532341
21,0.0007706526319544374,0.0008533811770002428
22,0.000777315272846459,0.0008375846261506399
23,0.0008477029873217606,0.0010989893004221768
24,0.0007333496211812878,0.000865436099512979
25,0.000696518694190909,0.0007894357953669068
26,0.0006961400779226199,0.0008967414431601366
27,0.0006719270878300018,0.0007060138314705031
28,0.0006102385342089461,0.0008047238708455905
29,0.000782775356838805,0.0009128675422161084
30,0.0006027629413092804,0.0006343163625546126
31,0.0005537055811248632,0.0006678971186759289
32,0.0005429268688449891,0.000616984987005887
33,0.0005544698063599695,0.0009479407549462448
34,0.0006914183391385863,0.000623947269507466
35,0.0004916062725545207,0.00058102932845901
36,0.0005174104203396353,0.0006294526237320466
37,0.0004614968460019359,0.0005682106753307995
38,0.0004328900967546655,0.0005833817155880117
39,0.0005167370010685974,0.0005360757244085809
40,0.0004416259936033011,0.0007070166302657598
41,0.0006132331297510158,0.0006921716930539628
42,0.0004463794502057899,0.0005185395794845455
43,0.0004069026138080483,0.0005095271945793421
44,0.0003627509449593338,0.0005616084833358058
45,0.00043427497171714973,0.0007351745912491786
46,0.00038492736510483707,0.00048132897849945117
47,0.0003548332046202066,0.0005749740863821524
48,0.0004987635724530375,0.0005676732337256453
49,0.0003442450207881935,0.0004688349893098766
50,0.0003997267842205986,0.0005330214207315443
51,0.000315610595981799,0.00046039435855003405
52,0.0003562049189533881,0.0004589135421197301
53,0.00035851977849903256,0.0005063589480125871
54,0.0003268687866692587,0.00048113109713685275
55,0.0005079078305035541,0.0008314105389205287
56,0.0002998955626830083,0.0004254506320263248
57,0.00029696914926116713,0.0004860867401228252
58,0.00028509653355175105,0.0004111002381300495
59,0.0003938556525346922,0.0010516194285246482
60,0.0003261279803277665,0.00040838117892796585
61,0.0002688971913089661,0.0004289144197499275
62,0.0002470576898142988,0.0004404451444132888
63,0.00024691540656099803,0.0004268297755586878
64,0.00040859370412559394,0.00043996541709741054
65,0.00023617664479870558,0.00041649265189479305
66,0.00026362121854046227,0.00043928159297942074
67,0.00034938537828779287,0.0008205692617448172
68,0.00029911911380499086,0.0003920418931991142
69,0.00020642717928322118,0.00036786546103819367
70,0.0002679995166007888,0.002372159586299501
71,0.0006017332369377585,0.0006371540434355306
72,0.0002338165616366034,0.0003698269533462919
73,0.00018367709969413322,0.00037100566385464204
74,0.00030480928325544933,0.00042500810052055444
75,0.00019571167922656271,0.00037399037167329277
76,0.00018306969546801372,0.00035687464870010516
77,0.00019303599291574974,0.00037279532018032245
78,0.0003417179408193329,0.0005613060650752065
79,0.00023812939800010342,0.00035583197148599584
80,0.00017431361535179198,0.00037969199763152305
81,0.0001786252470623706,0.0004018278318796837
82,0.00019598742358764286,0.0005213038035714299
83,0.00027184168465808363,0.00043539416786919
84,0.0001821482761285092,0.000349409660313625
85,0.000218702011925533,0.00039609697444820536
86,0.00018680661411151828,0.00034572120674531624
87,0.0002287155891770545,0.000377969670768129
88,0.00017633544291224406,0.0003669043688282559
89,0.0001730608734343712,0.0003516426827999344
90,0.0003756796068046242,0.0006447298166873354
91,0.00023561306897938963,0.00034529245962585016
92,0.00015230401907897372,0.00033013819010256856
93,0.00016562526638290418,0.00033978047136028796
94,0.00014560331411278673,0.0003516022082900427
95,0.00018143866953681848,0.00032406147724213703
96,0.00017272781165521964,0.0005427697429302239
97,0.0003494165119142375,0.0005175804843706946
98,0.00019566323346123187,0.0003363149966098618
99,0.00015127205189316374,0.00038406001632458565
100,0.00016912403409677728,0.00040011337117251217
